,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
68470,67147,2000,IL0720700,Peoria,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",23-DEC-00,,,1,,,White,,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
68471,67126,2000,IL0810600,Moline,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",09-AUG-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
68472,67127,2000,IL0810800,Rock Island,,City,IL,Illinois,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",08-JAN-00,,,1,,,White,,4,Simple Assault,4.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
68473,67128,2000,IL0822400,Fairview Heights,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",17-DEC-00,,,1,,,White,,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
68474,67148,2000,IL0822400,Fairview Heights,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",19-SEP-00,,,1,,,Unknown,,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
68475,67129,2000,IL0840000,Sangamon,,County,IL,Illinois,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",13-JAN-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Lake/Waterway/Beach,Anti-Gay (Male),Individual,S,S
68476,67149,2000,IL0840000,Sangamon,,County,IL,Illinois,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",13-FEB-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Religious Organization,S,S
68477,67130,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",03-FEB-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Black or African American,Other,S,S
68478,67131,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",06-MAR-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Black or African American,Other,S,S
68479,67132,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",02-AUG-00,,,1,,,White,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
68480,67133,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",02-MAR-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
68481,67150,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",31-JAN-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government,S,S
68482,67151,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",30-SEP-00,,,1,,,Black or African American,,1,Intimidation,1.0,Service/Gas Station,Anti-Gay (Male),Individual,S,S
68483,67152,2000,IL0840200,Springfield,,City,IL,Illinois,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",13-FEB-00,,,2,,,White,,2,Destruction/Damage/Vandalism of Property,2.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
68484,67134,2000,IL0841800,Springfield Park District,,Other,IL,Illinois,East North Central,Midwest,7,"Cities under 2,500",10-OCT-00,,,1,,,Unknown,,1,Robbery,1.0,Other/Unknown,Anti-White,Individual,S,S
68485,67153,2000,IL0901000,Washington,,City,IL,Illinois,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",31-JAN-00,,,1,,,White,,2,Aggravated Assault;Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,M,S
68486,72200,2000,IL0940300,Monmouth,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",20-MAR-00,,,3,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
68487,67154,2000,IL0960100,Fairfield,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",24-MAY-00,,,1,,,White,,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
68488,72201,2000,IL0990200,Bolingbrook,,City,IL,Illinois,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",28-FEB-00,,,1,,,White,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
68489,72202,2000,IL0990900,Monee,,City,IL,Illinois,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",11-MAR-00,,,1,,,White,,1,Arson,0.0,Restaurant,Anti-Hispanic or Latino,Business,S,S
68490,67030,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",31-JAN-00,,,2,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68491,67031,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-MAR-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68492,67032,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-MAR-00,,,2,,,Black or African American,,1,Simple Assault,1.0,Field/Woods,Anti-Gay (Male),Individual,S,S
68493,67033,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-MAR-00,,,2,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68494,67034,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-MAR-00,,,10,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
68495,67035,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-OCT-00,,,1,,,White,,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
68496,67036,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-OCT-00,,,5,,,White,,1,Simple Assault,1.0,Specialty Store,Anti-Jewish,Individual,S,S
68497,67037,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-OCT-00,,,0,,,Unknown,,1,Intimidation,1.0,Other/Unknown,Anti-Arab,Individual,S,S
68498,67038,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",31-OCT-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Jewish,Individual,S,S
68499,67039,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-NOV-00,,,1,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
68500,67040,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-DEC-00,,,1,,,White,,1,Simple Assault,1.0,School/College,Anti-Gay (Male),Individual,S,S
68501,67041,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-DEC-00,,,1,,,Black or African American,,1,Robbery,1.0,School/College,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
68502,67042,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",04-APR-00,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68503,67043,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-APR-00,,,1,,,Black or African American,,1,Simple Assault,1.0,Air/Bus/Train Terminal,Anti-Hispanic or Latino,Individual,S,S
68504,67044,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-MAY-00,,,1,,,White,,1,Simple Assault,1.0,Field/Woods,Anti-Gay (Male),Individual,S,S
68505,67045,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-MAY-00,,,2,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68506,67046,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-MAY-00,,,2,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68507,67047,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-MAY-00,,,6,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
68508,67048,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-MAY-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Religious Organization,S,S
68509,67049,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-JUN-00,,,3,,,Black or African American,,1,Aggravated Assault,1.0,Restaurant,Anti-Hispanic or Latino,Individual,S,S
68510,67050,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-JUN-00,,,2,,,White,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
68511,67051,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-JUN-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Bar/Nightclub,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Society/Public,S,S
68512,67052,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-JUL-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Religious Organization,S,S
68513,67053,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-JUL-00,,,1,,,White,,2,Intimidation,2.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
68514,67054,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-JUL-00,,,3,,,White,,1,Simple Assault,1.0,Field/Woods,Anti-Black or African American,Individual,S,S
68515,67055,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",17-JUL-00,,,4,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
68516,67056,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-JUL-00,,,1,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
68517,67057,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-JUL-00,,,1,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68518,67058,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-JUL-00,,,1,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68519,67059,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-AUG-00,,,1,,,Unknown,,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
68520,67060,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-AUG-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Hispanic or Latino,Religious Organization,S,S
68521,67061,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-AUG-00,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Other/Unknown,Anti-Gay (Male),Individual,S,S
68522,67062,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-AUG-00,,,2,,,Black or African American,,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68523,67063,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-AUG-00,,,2,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68524,67064,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-AUG-00,,,1,,,Unknown,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
68525,67065,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-AUG-00,,,1,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
68526,67066,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-AUG-00,,,3,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68527,67067,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-AUG-00,,,2,,,White,,1,Simple Assault,1.0,Field/Woods,Anti-Gay (Male),Individual,S,S
68528,67068,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-AUG-00,,,12,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68529,67069,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-SEP-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Society/Public,S,S
68530,67070,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-SEP-00,,,1,,,White,,2,Arson,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
68531,67071,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",05-SEP-00,,,1,,,Unknown,,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
68532,67072,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-SEP-00,,,1,,,Black or African American,,1,Rape,1.0,Residence/Home,Anti-Asian,Individual,S,S
68533,67073,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",06-SEP-00,,,1,,,Black or African American,,1,Rape,1.0,Residence/Home,Anti-Asian,Individual,S,S
68534,67074,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-SEP-00,,,2,,,White,,1,Simple Assault,1.0,Field/Woods,Anti-Black or African American,Individual,S,S
68535,67075,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-SEP-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
68536,67076,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-SEP-00,,,4,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
68537,67077,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-SEP-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
68538,67078,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-SEP-00,,,4,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68539,67079,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-SEP-00,,,3,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68540,67080,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-SEP-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Black or African American,Business,S,S
68541,67081,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-JUN-00,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,2.0,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
68542,72001,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",11-JAN-00,,,3,,,White,,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
68543,72002,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-FEB-00,,,2,,,White,,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68544,72003,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-FEB-00,,,2,,,White,,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68545,72004,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",07-MAR-00,,,3,,,White,,1,Simple Assault,1.0,Field/Woods,Anti-Hispanic or Latino,Individual,S,S
68546,72005,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-MAR-00,,,2,,,White,,3,Simple Assault,3.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68547,72079,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-MAR-00,,,3,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68548,72080,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-OCT-00,,,1,,,White,,1,Simple Assault,1.0,School/College,Anti-Other Religion,Individual,S,S
68549,72081,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-OCT-00,,,10,,,Black or African American,,2,Robbery,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
68550,72082,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",13-OCT-00,,,3,,,White,,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
68551,72083,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-OCT-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
68552,72084,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",18-OCT-00,,,4,,,White,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68553,72085,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-OCT-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Air/Bus/Train Terminal,Anti-Jewish,Other,S,S
68554,72086,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",02-NOV-00,,,0,,,Unknown,,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
68555,72087,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-NOV-00,,,5,,,Black or African American,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68556,72088,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",29-NOV-00,,,4,,,Unknown,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68557,72089,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",01-DEC-00,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
68558,72090,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-DEC-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68559,72091,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",21-DEC-00,,,1,,,Unknown,,1,Intimidation,1.0,Commercial/Office Building,Anti-Jewish,Individual,S,S
68560,72092,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-APR-00,,,2,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Gay (Male),Individual,S,S
68561,72093,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",02-MAY-00,,,1,,,White,,1,Aggravated Assault,1.0,Field/Woods,Anti-Black or African American,Individual,S,S
68562,72094,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",03-MAY-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Asian,Individual,S,S
68563,72095,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",08-MAY-00,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
68564,72096,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-MAY-00,,,0,,,Unknown,,1,Burglary/Breaking & Entering,1.0,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
68565,72097,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-MAY-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
68566,72098,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-MAY-00,,,3,,,White,,2,Destruction/Damage/Vandalism of Property,2.0,Service/Gas Station,Anti-Arab,Individual,S,S
68567,72099,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-MAY-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68568,72100,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",25-MAY-00,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Mental Disability,Individual,S,S
68569,72101,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",09-JUN-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
68570,72102,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-JUN-00,,,1,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
68571,72103,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-JUN-00,,,4,,,Black or African American,,1,Simple Assault,1.0,Other/Unknown,Anti-Gay (Male),Individual,S,S
68572,72104,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-JUN-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Society/Public,S,S
68573,72105,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-SEP-00,,,3,,,Black or African American,,1,Aggravated Assault,1.0,School/College,Anti-Gay (Male),Individual,S,S
68574,72106,2000,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",20-SEP-00,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
